order_id,order_datetime,store_id,items_count,basket_value_aed,basket_cogs_aed,promised_minutes,actual_minutes,status
ORD0010564,2025-03-27 19:52:00,DS01,1,13.82,9.21,20,23.2,delivered
ORD0010594,2025-03-27 12:23:00,DS01,1,18.54,13.19,20,22.6,delivered
ORD0010753,2025-03-28 20:59:00,DS01,1,19.13,14.64,20,22.9,delivered
ORD0011674,2025-04-03 17:05:00,DS01,1,12.45,9.2,20,12.6,delivered
ORD0011745,2025-04-04 02:21:00,DS01,2,21.44,13.39,20,17.0,delivered
ORD0011952,2025-04-05 20:11:00,DS01,1,11.16,7.43,20,15.7,delivered
ORD0013059,2025-04-13 20:20:00,DS01,2,82.29,59.98,20,24.8,delivered
ORD0013132,2025-04-14 17:33:00,DS01,1,30.24,23.03,20,20.6,delivered
ORD0013171,2025-04-14 19:08:00,DS01,3,46.47,34.8,20,15.1,delivered
ORD0013217,2025-04-15 18:11:00,DS01,1,20.54,13.38,20,14.6,delivered
ORD0013265,2025-04-15 13:29:00,DS01,1,46.3,33.15,20,9.1,delivered
ORD0013890,2025-04-19 09:34:00,DS01,1,4.96,3.22,20,16.9,delivered
ORD0014179,2025-04-22 20:27:00,DS01,1,6.75,5.49,20,36.0,delivered
ORD0014197,2025-04-22 19:06:00,DS01,4,35.94,26.86,20,25.9,delivered
ORD0014225,2025-04-22 10:36:00,DS01,1,35.96,25.73,20,27.4,delivered
ORD0014462,2025-04-24 13:18:00,DS01,3,75.44,57.7,20,28.8,delivered
ORD0015023,2025-04-28 10:10:00,DS01,4,81.93,59.62,20,30.4,delivered
ORD0015045,2025-04-28 13:55:00,DS01,2,47.27,33.15,20,17.7,delivered
ORD0015174,2025-04-29 08:24:00,DS01,4,107.29,79.85,20,17.6,delivered
ORD0015195,2025-04-30 22:38:00,DS01,3,35.12,26.14,20,27.0,delivered
ORD0015206,2025-04-30 12:27:00,DS01,1,14.17,10.67,20,19.9,delivered
ORD0015230,2025-04-30 08:16:00,DS01,3,118.68,86.47,20,20.9,delivered
ORD0016136,2025-05-07 14:53:00,DS01,2,88.66,67.06,20,26.9,delivered
ORD0016486,2025-05-09 08:58:00,DS01,1,25.64,18.93,20,21.4,delivered
ORD0016523,2025-05-09 14:27:00,DS01,6,141.68,102.29,20,13.0,delivered
ORD0016579,2025-05-10 20:03:00,DS01,9,205.62,141.85,20,10.7,delivered
ORD0016712,2025-05-10 21:27:00,DS01,2,42.35,29.88,20,21.6,delivered
ORD0017008,2025-05-13 21:20:00,DS01,1,21.67,13.81,20,23.0,delivered
ORD0017150,2025-05-14 14:41:00,DS01,2,45.49,30.61,20,17.7,delivered
ORD0017323,2025-05-15 11:37:00,DS01,4,108.52,80.5,20,12.2,delivered
ORD0017399,2025-05-16 08:25:00,DS01,2,89.65,62.93,20,12.6,delivered
ORD0017530,2025-05-17 18:28:00,DS01,3,83.35,58.96,20,16.9,delivered
ORD0018444,2025-05-23 17:58:00,DS01,1,20.69,15.7,20,12.3,delivered
ORD0018507,2025-05-24 05:23:00,DS01,1,9.15,6.63,20,12.0,cancelled_customer
ORD0018655,2025-05-24 20:57:00,DS01,2,24.97,17.64,20,17.6,delivered
ORD0018658,2025-05-24 18:19:00,DS01,4,90.43,61.56,20,21.4,delivered
ORD0020293,2025-06-05 12:56:00,DS01,2,33.06,23.31,20,10.9,delivered
ORD0020497,2025-06-06 14:00:00,DS01,1,19.13,14.64,20,19.0,delivered
ORD0020703,2025-06-08 20:40:00,DS01,2,77.8,56.54,20,29.6,delivered
ORD0020834,2025-06-08 16:08:00,DS01,9,230.29,162.63,20,17.5,delivered
ORD0020912,2025-06-09 08:50:00,DS01,5,129.65,90.18,20,14.0,delivered
ORD0020978,2025-06-10 20:08:00,DS01,2,59.51,43.69,20,26.9,delivered
ORD0020988,2025-06-10 20:16:00,DS01,1,24.74,18.35,20,14.9,delivered
ORD0021412,2025-06-13 18:08:00,DS01,5,107.43,73.48,20,20.3,delivered
ORD0021628,2025-06-14 21:09:00,DS01,2,74.72,56.02,20,19.9,delivered
ORD0021837,2025-06-15 14:27:00,DS01,1,14.17,10.67,20,15.5,delivered
ORD0022316,2025-06-19 22:48:00,DS01,3,131.11,100.31,20,,delivered
ORD0022409,2025-06-20 09:00:00,DS01,3,93.18,67.89,20,10.1,delivered
ORD0023102,2025-06-25 11:37:00,DS01,10,301.15,211.24,20,20.7,delivered
ORD0023189,2025-06-25 18:18:00,DS01,3,88.46,68.39,20,24.9,delivered
ORD0023427,2025-06-27 17:17:00,DS01,1,18.54,13.19,20,12.9,delivered
ORD0023442,2025-06-27 08:22:00,DS01,4,106.45,80.45,20,19.5,delivered
ORD0023760,2025-06-29 17:44:00,DS01,8,237.38,173.5,20,28.4,delivered
ORD0023999,2025-07-01 20:45:00,DS01,3,62.9,46.85,20,32.0,delivered
ORD0024051,2025-07-01 14:50:00,DS01,6,161.38,115.74,20,12.4,delivered
ORD0024262,2025-07-03 20:46:00,DS01,1,9.34,6.97,20,21.7,delivered
ORD0024562,2025-07-04 18:16:00,DS01,4,84.57,54.7,20,18.3,delivered
ORD0024668,2025-07-05 05:46:00,DS01,1,13.42,9.59,20,16.7,delivered
ORD0025476,2025-07-11 21:04:00,DS01,3,62.94,47.67,20,20.0,delivered
ORD0025496,2025-07-11 10:52:00,DS01,2,19.03,13.34,20,7.8,delivered
ORD0026208,2025-07-16 13:34:00,DS01,9,305.59,220.82,20,19.8,delivered
ORD0026413,2025-07-17 16:23:00,DS01,1,25.64,18.93,20,23.4,delivered
ORD0026667,2025-07-19 10:48:00,DS01,5,145.85,103.93,20,11.7,delivered
ORD0026736,2025-07-19 08:58:00,DS01,9,249.99,187.34,20,17.2,delivered
ORD0027162,2025-07-22 19:46:00,DS01,2,24.09,17.86,20,11.0,delivered
ORD0027199,2025-07-23 08:32:00,DS01,9,220.04,162.86,20,22.2,delivered
ORD0027439,2025-07-24 19:12:00,DS01,2,14.24,10.19,20,22.6,delivered
ORD0027537,2025-07-25 19:57:00,DS01,7,170.87,126.6,20,35.6,delivered
ORD0027646,2025-07-26 07:37:00,DS01,2,96.78,70.32,20,19.9,delivered
ORD0027867,2025-07-27 20:17:00,DS01,1,25.64,18.93,20,15.4,delivered
ORD0028008,2025-07-28 11:08:00,DS01,2,53.33,38.94,20,24.6,delivered
ORD0028232,2025-07-30 19:12:00,DS01,2,69.41,49.91,20,20.4,delivered
ORD0028366,2025-07-31 18:48:00,DS01,1,24.74,18.35,20,21.2,delivered
ORD0028610,2025-08-01 19:53:00,DS01,11,317.02,226.35,20,15.1,delivered
ORD0028619,2025-08-01 15:03:00,DS01,1,10.8,6.97,20,7.4,delivered
ORD0028985,2025-08-03 16:03:00,DS01,5,145.39,110.57,20,14.8,delivered
ORD0029321,2025-08-06 21:50:00,DS01,1,22.48,17.45,20,11.1,delivered
ORD0029400,2025-08-07 10:31:00,DS01,2,29.31,21.3,20,16.8,delivered
ORD0029421,2025-08-07 11:56:00,DS01,6,143.8,104.94,20,20.6,delivered
ORD0029853,2025-08-09 21:24:00,DS01,9,290.42,208.38,20,29.3,delivered
ORD0029917,2025-08-10 13:31:00,DS01,3,56.13,42.78,20,10.2,delivered
ORD0030515,2025-08-14 15:17:00,DS01,1,13.42,9.59,20,19.9,delivered
ORD0030708,2025-08-15 14:38:00,DS01,2,95.79,73.88,20,12.2,delivered
ORD0030882,2025-08-16 12:04:00,DS01,3,136.76,100.24,20,11.7,delivered
ORD0031750,2025-08-22 20:55:00,DS01,2,41.91,28.8,20,20.2,delivered
ORD0031853,2025-08-23 13:18:00,DS01,1,16.26,10.45,20,22.8,delivered
ORD0032426,2025-08-27 16:33:00,DS01,3,112.33,81.27,20,16.9,delivered
ORD0032630,2025-08-29 13:48:00,DS01,1,40.37,27.82,20,22.9,delivered
ORD0032966,2025-08-30 16:21:00,DS01,4,114.59,78.99,20,26.5,delivered
ORD0033017,2025-08-31 12:13:00,DS01,9,266.88,187.0,20,12.3,delivered
ORD0033244,2025-09-02 07:41:00,DS01,8,135.74,99.41,20,20.3,delivered
ORD0033372,2025-09-03 12:18:00,DS01,2,14.32,11.1,20,21.9,delivered
ORD0033787,2025-09-05 13:22:00,DS01,2,66.56,45.78,20,13.4,delivered
ORD0034050,2025-09-07 14:21:00,DS01,1,20.54,13.38,20,10.3,delivered
ORD0034154,2025-09-08 11:41:00,DS01,2,37.37,27.98,20,18.2,delivered
ORD0034235,2025-09-08 19:23:00,DS01,3,126.55,90.71,20,12.3,delivered
ORD0034335,2025-09-09 14:55:00,DS01,6,203.29,144.73,20,13.0,delivered
ORD0034416,2025-09-10 18:14:00,DS01,3,96.31,67.65,20,13.3,delivered
ORD0034459,2025-09-10 10:31:00,DS01,1,20.69,15.7,20,26.9,delivered
ORD0034931,2025-09-13 20:26:00,DS01,1,20.54,13.38,20,19.9,delivered
ORD0035269,2025-09-16 19:58:00,DS01,5,124.9,93.69,20,29.2,delivered
ORD0035639,2025-09-18 13:32:00,DS01,2,20.98,16.42,20,14.1,delivered
ORD0035726,2025-09-19 17:06:00,DS01,2,20.8,14.11,20,10.0,delivered
ORD0035911,2025-09-20 15:48:00,DS01,1,12.52,9.93,20,13.4,delivered
ORD0036037,2025-09-21 20:03:00,DS01,3,72.62,53.44,20,44.7,delivered
ORD0036284,2025-09-23 11:04:00,DS01,4,72.8,47.33,20,24.7,delivered
ORD0036422,2025-09-24 23:37:00,DS01,10,207.91,143.35,20,24.3,delivered
ORD0036487,2025-09-24 17:35:00,DS01,1,19.5,12.99,20,22.2,delivered
ORD0036874,2025-09-27 18:26:00,DS01,2,30.68,20.07,20,27.4,delivered
ORD0037109,2025-09-28 11:47:00,DS01,3,61.85,46.53,20,9.0,delivered
ORD0037339,2025-09-30 23:01:00,DS01,1,9.15,6.63,20,23.7,delivered
ORD0037725,2025-10-03 16:28:00,DS01,2,43.14,28.46,20,18.3,delivered
ORD0037796,2025-10-03 20:03:00,DS01,4,79.76,56.94,20,24.9,delivered
ORD0037804,2025-10-03 10:57:00,DS01,1,36.44,26.06,20,8.0,delivered
ORD0038867,2025-10-11 12:39:00,DS01,1,12.53,9.59,20,11.0,delivered
ORD0038974,2025-10-11 19:47:00,DS01,2,21.86,16.9,20,20.1,delivered
ORD0039229,2025-10-13 19:06:00,DS01,10,317.43,224.73,20,27.0,delivered
ORD0039375,2025-10-15 11:54:00,DS01,7,173.41,124.97,20,15.6,delivered
ORD0039478,2025-10-15 07:23:00,DS01,2,46.98,34.17,20,22.2,delivered
ORD0039608,2025-10-16 19:51:00,DS01,3,42.95,30.01,20,17.0,delivered
ORD0041153,2025-10-27 18:29:00,DS01,2,27.38,19.07,20,22.7,delivered
ORD0041234,2025-10-28 10:59:00,DS01,1,25.58,16.4,20,16.2,delivered
ORD0041295,2025-10-29 12:51:00,DS01,9,225.62,162.73,20,17.0,delivered
ORD0041494,2025-10-30 20:40:00,DS01,1,19.61,11.93,20,19.6,delivered
ORD0041520,2025-10-30 19:51:00,DS01,8,275.91,201.69,20,20.6,delivered
ORD0041865,2025-11-01 09:36:00,DS01,6,122.59,80.37,20,21.6,delivered
ORD0042093,2025-11-03 22:25:00,DS01,1,56.41,42.5,20,13.7,delivered
ORD0042208,2025-11-04 18:38:00,DS01,2,36.66,28.27,20,22.1,delivered
ORD0042466,2025-11-06 16:18:00,DS01,1,23.97,18.1,20,14.8,delivered
ORD0042707,2025-11-08 21:53:00,DS01,1,36.32,23.43,20,10.4,delivered
ORD0042738,2025-11-08 00:57:00,DS01,2,19.3,13.26,20,23.0,delivered
ORD0043002,2025-11-10 16:50:00,DS01,2,25.92,18.41,20,13.3,delivered
ORD0043177,2025-11-11 13:11:00,DS01,2,45.05,32.4,20,13.6,delivered
ORD0043220,2025-11-12 10:07:00,DS01,3,37.62,28.24,20,30.0,delivered
ORD0043332,2025-11-13 07:09:00,DS01,2,70.97,50.38,20,35.2,delivered
ORD0043930,2025-11-17 12:46:00,DS01,2,21.07,15.37,20,12.2,delivered
ORD0043962,2025-11-17 21:07:00,DS01,1,7.65,5.78,20,11.5,delivered
ORD0044337,2025-11-20 09:22:00,DS01,1,9.15,6.63,20,30.8,delivered
ORD0044370,2025-11-20 14:38:00,DS01,2,71.25,52.97,20,17.5,delivered
ORD0044526,2025-11-21 15:29:00,DS01,5,74.05,53.38,20,11.8,delivered
ORD0045212,2025-11-27 22:54:00,DS01,2,78.75,60.0,20,21.6,delivered
ORD0045307,2025-11-27 16:54:00,DS01,5,111.93,79.82,20,33.0,delivered
ORD0045414,2025-11-28 16:09:00,DS01,2,62.57,47.23,20,24.6,delivered
ORD0045491,2025-11-29 12:53:00,DS01,1,56.41,42.5,20,35.3,delivered
ORD0045793,2025-12-01 14:44:00,DS01,1,7.65,5.78,20,20.2,delivered
ORD0046140,2025-12-04 15:03:00,DS01,1,19.5,12.99,20,15.0,delivered
ORD0046371,2025-12-05 17:57:00,DS01,3,94.74,68.69,20,13.5,delivered
ORD0046448,2025-12-06 21:44:00,DS01,1,31.57,24.71,20,21.0,delivered
ORD0046636,2025-12-07 10:56:00,DS01,1,56.41,42.5,20,25.6,delivered
ORD0046745,2025-12-08 11:56:00,DS01,1,30.24,23.03,20,22.2,delivered
ORD0046856,2025-12-09 18:12:00,DS01,7,196.99,138.43,20,13.6,delivered
ORD0046979,2025-12-10 08:11:00,DS01,2,74.1,57.95,20,22.8,delivered
ORD0046995,2025-12-10 20:08:00,DS01,1,20.31,14.05,20,17.8,delivered
ORD0047141,2025-12-11 15:58:00,DS01,1,28.09,19.95,20,25.5,delivered
ORD0047432,2025-12-13 14:33:00,DS01,1,11.16,7.43,20,24.0,delivered
ORD0047543,2025-12-14 09:20:00,DS01,4,103.79,78.58,20,33.3,delivered
ORD0048609,2025-12-23 19:17:00,DS01,16,388.06,285.35,20,22.6,delivered
ORD0049149,2025-12-27 22:58:00,DS01,11,223.16,159.27,20,19.9,delivered
ORD0049491,2025-12-29 07:17:00,DS01,1,55.12,41.59,20,8.7,delivered
ORD0050055,2026-01-03 20:30:00,DS01,1,56.41,42.5,20,43.6,delivered
ORD0050322,2026-01-04 12:57:00,DS01,2,23.91,18.0,20,11.2,delivered
ORD0050561,2026-01-07 16:51:00,DS01,6,74.16,51.8,20,27.7,delivered
ORD0050598,2026-01-07 11:53:00,DS01,2,50.98,33.17,20,20.3,delivered
ORD0050745,2026-01-08 21:43:00,DS01,17,404.89,294.41,20,28.3,delivered
ORD0050910,2026-01-09 13:09:00,DS01,2,41.13,29.47,20,20.4,delivered
ORD0050919,2026-01-09 18:11:00,DS01,4,134.28,97.07,20,29.8,delivered
ORD0051016,2026-01-10 19:40:00,DS01,5,155.46,118.31,20,25.9,delivered
ORD0051233,2026-01-11 12:11:00,DS01,2,39.06,28.52,20,25.5,delivered
ORD0051365,2026-01-13 20:50:00,DS01,2,34.24,22.53,20,19.4,delivered
ORD0052474,2026-01-21 11:42:00,DS01,1,14.17,10.67,20,14.4,delivered
ORD0052716,2026-01-23 16:37:00,DS01,4,150.3,108.46,20,24.5,delivered
ORD0052820,2026-01-24 19:48:00,DS01,1,13.82,9.21,20,14.8,delivered
ORD0052876,2026-01-24 17:24:00,DS01,7,203.69,150.96,20,19.3,delivered
ORD0053054,2026-01-25 22:37:00,DS01,4,92.22,66.07,20,23.4,delivered
ORD0053095,2026-01-25 19:26:00,DS01,3,93.39,68.26,20,25.1,delivered
ORD0053226,2026-01-27 11:45:00,DS01,3,112.45,85.66,20,19.3,delivered
ORD0053298,2026-01-27 09:54:00,DS01,1,23.68,18.01,20,,delivered
ORD0053399,2026-01-28 11:12:00,DS01,2,27.96,21.69,20,24.7,delivered
ORD0053484,2026-01-29 18:19:00,DS01,1,36.44,26.06,20,33.3,delivered
ORD0053493,2026-01-29 16:18:00,DS01,3,142.78,107.8,20,22.0,delivered
ORD0053652,2026-01-30 19:24:00,DS01,2,55.23,41.46,20,27.8,delivered
ORD0053722,2026-01-30 11:07:00,DS01,1,19.26,11.99,20,19.1,delivered
ORD0054009,2026-02-01 21:17:00,DS01,4,79.83,58.47,20,21.3,delivered
ORD0054160,2026-02-03 21:46:00,DS01,4,79.78,60.38,20,33.6,delivered
ORD0054273,2026-02-04 13:58:00,DS01,4,108.7,78.83,20,16.1,delivered
ORD0054392,2026-02-05 03:43:00,DS01,4,101.25,72.12,20,25.3,delivered
ORD0054633,2026-02-06 21:59:00,DS01,6,110.49,80.51,20,28.1,delivered
ORD0054689,2026-02-07 19:03:00,DS01,1,17.37,13.21,20,15.2,delivered
ORD0055757,2026-02-14 18:14:00,DS01,4,91.47,64.25,20,27.2,delivered
ORD0055971,2026-02-16 08:50:00,DS01,6,100.98,72.94,20,10.2,delivered
ORD0056092,2026-02-17 21:29:00,DS01,1,3.24,2.19,20,22.1,delivered
ORD0056101,2026-02-17 19:20:00,DS01,3,84.52,62.45,20,14.4,delivered
ORD0056336,2026-02-19 18:39:00,DS01,4,148.13,105.31,20,19.9,delivered
ORD0056660,2026-02-20 01:56:00,DS01,4,121.61,83.72,20,10.1,delivered
ORD0057520,2026-02-25 11:03:00,DS01,12,273.4,200.17,20,25.9,delivered
ORD0058327,2026-03-01 19:59:00,DS01,7,157.24,111.21,20,27.9,delivered
ORD0058667,2026-03-03 21:09:00,DS01,1,26.23,20.8,20,22.0,delivered
ORD0058673,2026-03-03 00:28:00,DS01,1,41.08,27.14,20,13.3,delivered
ORD0058970,2026-03-05 12:21:00,DS01,1,6.02,4.82,20,33.5,delivered
ORD0059064,2026-03-05 20:55:00,DS01,2,115.95,75.79,20,13.1,delivered
ORD0059178,2026-03-06 23:59:00,DS01,6,134.6,99.2,20,28.0,delivered
ORD0059527,2026-03-07 22:03:00,DS01,3,50.18,37.77,20,18.1,delivered
ORD0059621,2026-03-08 20:35:00,DS01,1,4.96,3.22,20,19.6,delivered
ORD0060285,2026-03-12 09:26:00,DS01,1,3.24,2.19,20,29.8,delivered
ORD0060371,2026-03-12 19:16:00,DS01,2,29.64,22.07,20,19.2,delivered
ORD0060413,2026-03-12 21:32:00,DS01,5,159.35,123.63,20,29.1,delivered
ORD0060685,2026-03-13 20:16:00,DS01,1,56.41,42.5,20,23.8,delivered
ORD0060693,2026-03-14 15:18:00,DS01,2,36.08,23.54,20,24.8,delivered
ORD0060806,2026-03-14 19:01:00,DS01,1,27.93,19.38,20,26.4,delivered
ORD0060958,2026-03-15 19:38:00,DS01,7,179.88,131.13,20,20.6,delivered
ORD0061659,2026-03-19 17:10:00,DS01,3,77.36,55.51,20,18.4,delivered
ORD0062079,2026-03-21 11:44:00,DS01,1,10.8,6.97,20,25.0,delivered
ORD0062308,2026-03-22 18:15:00,DS01,2,46.47,34.43,20,13.8,delivered
ORD0062813,2026-03-25 13:33:00,DS01,1,5.09,3.56,20,19.4,delivered
ORD0062912,2026-03-26 10:16:00,DS01,2,28.47,21.61,20,17.6,delivered
ORD0063424,2026-03-29 12:14:00,DS01,1,19.75,15.44,20,22.2,delivered
ORD0063637,2026-03-31 21:24:00,DS01,1,53.34,29.64,20,19.7,delivered
ORD0063786,2026-04-01 06:26:00,DS01,7,119.86,89.75,20,15.9,delivered
ORD0063788,2026-04-01 10:35:00,DS01,2,24.49,16.84,20,18.7,delivered
ORD0063851,2026-04-02 20:25:00,DS01,1,40.39,30.99,20,29.6,delivered
ORD0064298,2026-04-04 21:16:00,DS01,2,28.53,20.46,20,14.9,delivered
ORD0064310,2026-04-04 07:37:00,DS01,11,249.33,179.1,20,15.6,delivered
ORD0064315,2026-04-04 19:26:00,DS01,2,48.15,32.93,20,22.0,delivered
ORD0064470,2026-04-05 17:02:00,DS01,4,117.61,88.0,20,15.8,delivered
ORD0064558,2026-04-06 21:57:00,DS01,7,155.51,114.25,20,24.9,delivered
ORD0065329,2026-04-11 12:40:00,DS01,4,97.07,69.87,20,16.4,delivered
ORD0066096,2026-04-17 19:36:00,DS01,1,55.12,41.59,20,27.7,delivered
ORD0066373,2026-04-18 09:35:00,DS01,1,55.01,37.74,20,15.9,delivered
ORD0066584,2026-04-19 19:12:00,DS01,15,298.25,213.98,20,34.2,delivered
ORD0066763,2026-04-21 20:35:00,DS01,3,82.04,57.96,20,23.5,delivered
ORD0066799,2026-04-21 17:26:00,DS01,6,115.96,83.0,20,12.1,delivered
ORD0067698,2026-04-27 21:35:00,DS01,3,41.72,26.42,20,25.9,delivered
ORD0067950,2026-04-29 10:55:00,DS01,1,5.46,4.22,20,12.2,delivered
ORD0068045,2026-04-29 21:07:00,DS01,2,77.93,57.02,20,20.8,delivered
ORD0068089,2026-04-30 15:17:00,DS01,1,14.84,10.47,20,18.5,delivered
ORD0068186,2026-04-30 17:42:00,DS01,2,46.63,33.14,20,20.5,delivered
ORD0068313,2026-05-01 17:06:00,DS01,2,90.18,70.17,20,24.9,delivered
ORD0069066,2026-05-06 07:30:00,DS01,8,218.3,155.23,20,16.5,delivered
ORD0069409,2026-05-08 09:22:00,DS01,1,32.42,22.16,20,19.7,cancelled_customer
ORD0069526,2026-05-08 18:57:00,DS01,4,63.61,46.49,20,22.0,delivered
ORD0069617,2026-05-09 23:27:00,DS01,1,15.62,11.52,20,17.0,delivered
ORD0070208,2026-05-13 10:55:00,DS01,1,12.52,9.93,20,12.5,delivered
ORD0070291,2026-05-13 21:56:00,DS01,2,35.68,26.86,20,32.6,delivered
ORD0070431,2026-05-14 21:04:00,DS01,4,76.19,57.1,20,27.7,delivered
ORD0070682,2026-05-16 12:22:00,DS01,2,37.27,27.94,20,23.6,delivered
ORD0070939,2026-05-17 08:18:00,DS01,1,21.67,13.81,20,10.5,delivered
ORD0071271,2026-05-19 19:08:00,DS01,1,58.83,40.02,20,27.9,delivered
ORD0071465,2026-05-21 10:01:00,DS01,1,21.67,13.81,20,17.7,delivered
ORD0071530,2026-05-21 22:33:00,DS01,2,67.57,49.93,20,20.2,delivered
ORD0071988,2026-05-24 10:55:00,DS01,1,28.09,19.95,20,24.2,delivered
ORD0072203,2026-05-25 16:52:00,DS01,6,138.43,102.57,20,11.9,delivered
ORD0072252,2026-05-25 19:23:00,DS01,5,178.84,133.37,20,23.5,delivered
ORD0072642,2026-05-28 19:31:00,DS01,5,142.22,105.94,20,24.4,delivered
ORD0072934,2026-05-30 20:14:00,DS01,3,122.77,89.37,20,17.3,delivered
ORD0073169,2026-05-31 06:26:00,DS01,1,27.56,19.75,20,27.3,delivered
ORD0073174,2026-05-31 09:23:00,DS01,5,83.29,60.04,20,24.6,delivered
ORD0073358,2026-06-01 18:41:00,DS01,1,9.32,7.29,20,12.4,delivered
ORD0073471,2026-06-02 22:27:00,DS01,3,58.17,43.53,20,24.2,delivered
ORD0073694,2026-06-03 13:33:00,DS01,7,189.47,131.85,20,25.4,delivered
ORD0073901,2026-06-05 19:49:00,DS01,5,139.99,105.02,20,20.9,delivered
ORD0074566,2026-06-09 09:34:00,DS01,4,68.88,45.71,20,15.4,cancelled_customer
ORD0074801,2026-06-10 21:01:00,DS01,1,23.68,18.01,20,21.0,delivered
ORD0074940,2026-06-11 09:38:00,DS01,1,31.57,24.71,20,13.2,delivered
ORD0075090,2026-06-12 18:50:00,DS01,3,92.69,64.03,20,32.6,delivered
ORD0075109,2026-06-12 11:25:00,DS01,2,61.15,45.68,20,12.8,delivered
ORD0075201,2026-06-12 19:07:00,DS01,2,36.73,26.93,20,10.0,delivered
ORD0075325,2026-06-13 15:20:00,DS01,6,183.44,140.97,20,25.1,delivered
ORD0076208,2026-06-19 04:01:00,DS01,2,26.52,19.84,20,27.5,delivered
ORD0076387,2026-06-19 09:57:00,DS01,1,25.64,18.93,20,31.6,delivered
ORD0076429,2026-06-20 11:54:00,DS01,8,227.96,162.77,20,18.4,delivered
ORD0077333,2026-06-25 18:28:00,DS01,2,29.68,20.94,20,21.5,delivered
ORD0077407,2026-06-26 17:18:00,DS01,11,222.2,157.65,20,,delivered
ORD0077643,2026-06-27 11:50:00,DS01,1,32.42,22.16,20,12.7,delivered
